RowID,Category,Confidence,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,sales,Sup_Qty,Amz_Qty,Qty_Ratio,Adjusted_Profit,Pack_Verdict,Key_Match_Evidence,Filter_Reason,is_exact_ean_strict,title_match
1227,EXCLUDED,30,5017403154105,nan,B0D2KZYF9W,BLACKSPUR LONG LINK CHAIN 2.5MM X2.5M,"Stainless Steel Chains, 5 Metre Heavy Duty Chain Links, Metal Chain Security Chain, 1.5mm Galvanized Steel Welded Link Chains for Fence Gate Door Bike Bicycle Swing Security Lock Lift Chains",1.152,6.88,1.46333333333333,0.00969094922737307,100,1.0,1.0,1.0,1.46333333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.2026431718061674
1228,EXCLUDED,30,5021121660022,5060793400000,B089P24HXC,CHAMOIS 1.75sq ft WASH LEATHER,"CarMaxÂ® English Premium Grade Natural Chamois Leather - Large - Perfect for drying off the whole car, glass, mirrors, inside and out, super soft and highly absorbent, Made in the UK",2.556,10.79,2.59166666666666,0.009670398009950251,900,1.0,1.0,1.0,2.59166666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.14150943396226415
1229,NEEDS_VERIFICATION,60,5012904143764,619156478542,B0832DSFRG,TALA MASHER WITH STEEL HANDLE 10/1/23,"Stainless Steel Potato Masher, Baby Food Masher with Non Slip Handle for Mashed Potatoes, Jam, Vegetables and Fruits",1.86,9.99,2.025,0.00964285714285714,700,1.0,1.0,1.0,2.025,1:1 Match,-,Verify match: moderate title similarity,False,0.35294117647058826
1230,FILTERED,40,5056170319188,5000204539769,B0132UMMK0,AIR FRESHENER GEL BEADS 150GRM,"Glade Solid Gel Air Freshener, Odour Eliminator for Home & Bathroom, Relaxing Zen, Pack of 8 (8 x 150g)",1.008,9.24,1.34,0.009640287769784171,500,1.0,8.0,8.0,-5.716,BUNDLE (8x) - LOSS,-,Unprofitable: Adj Profit=£-5.72,False,0.37593984962406013
1231,NEEDS_VERIFICATION,69,5023139270705,9876553908060,B08TCDBQTC,BACOFOIL EASY CUT KITCHEN FOIL REFILL 15M,"3 x Easy Cut Refill Kitchen Foil 300mm, 15m",2.952,13.13,2.90166666666666,0.00964008859357697,500,1.0,1.0,1.0,2.90166666666666,1:1 Match,Title sim: 64%,Verify match: moderate title similarity,False,0.6428571428571429
1232,EXCLUDED,30,5026180024242,nan,B0FNN83D7R,APOLLO JULIENNE PEELER,"Marshland Premium Y-Shape Julienne Vegetable Peeler - Non-Slippery Stainless Steel - Durable & Dishwasher Safe Julienne Peeler for Kitchen, Strong Grip & Rustproof (Y-Shape Julienne)",0.876,6.95,1.23291666666666,0.00963216145833333,200,1.0,1.0,1.0,1.23291666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.20588235294117646
1233,EXCLUDED,30,5030481970719,5060737609247,B0DK1J5PDB,PPS SINGLE WALL CUP WHITE 12OZ 50 PIECES,"FOOGO Green 100pcs 12oz Disposable Strong Single-Wall White Paper Coffee Cups, FSCÂ® Certified, Fully Compostable, Takeaway, Paper Cups for Hot Drinks, Parties, Eco-Friendly",2.16,11.99,2.26166666666666,0.0096241134751773,50,50.0,100.0,2.0,0.10166666666665991,BUNDLE (2x) - OK,Product: cup,Insufficient match evidence,False,0.27230046948356806
1234,NEEDS_VERIFICATION,62,5056239472380,nan,B001GELIBO,NAIL DRYING SPRAY,Demert Nail Enamel Dryer Manicurist's Finishing Spra - 212g,1.344,8.0,1.60666666666666,0.00962075848303393,500,1.0,1.0,1.0,1.60666666666666,1:1 Match,-,Verify match: moderate title similarity,False,0.42105263157894735
1235,FILTERED,40,5029594608862,nan,B0D86QF5DF,ROLSON CABLE TIES BLACK 400X4.8MM 60PC,"16 inch Cable Ties 100 Pack, 400mm x 4.8mm Black Long Zip Ties, Tensile Strength 50 lbs with UV Resistant, Nylon Plastic Self Locking Heavy Duty Cable Wrap for Tidy Wires Home Workshop and Garden",1.68,8.8,1.87333333333333,0.00960683760683761,500,1.0,100.0,100.0,-164.44666666666666,BUNDLE (100x) - LOSS,-,Unprofitable: Adj Profit=£-164.45,False,0.19742489270386265
1236,FILTERED,40,5029594608879,nan,B0D86QF5DF,ROLSON CABLE TIES 400X4.8MM 60PC,"16 inch Cable Ties 100 Pack, 400mm x 4.8mm Black Long Zip Ties, Tensile Strength 50 lbs with UV Resistant, Nylon Plastic Self Locking Heavy Duty Cable Wrap for Tidy Wires Home Workshop and Garden",1.68,8.8,1.87333333333333,0.00960683760683761,500,1.0,100.0,100.0,-164.44666666666666,BUNDLE (100x) - LOSS,-,Unprofitable: Adj Profit=£-164.45,False,0.2290748898678414
1237,EXCLUDED,30,5055319515641,nan,B00186Q7XY,EXTRA STRONG 2.5 M STICK ON,"VELCRO Brand | Heavy Duty Stick On Tape | Cut-to-Length Industrial Extra Strong Double Sided Hook & Loop Self Adhesive Tape Perfect for Room DÃ©cor & Home, Office, Garage Use | Black | 50mm x 2.5m",4.368,15.0,4.02499999999999,0.00960620525059665,500,1.0,1.0,1.0,4.02499999999999,1:1 Match,Weak evidence,Insufficient match evidence,False,0.15246636771300448
1238,NEEDS_VERIFICATION,58,6416479002072,nan,B0BGHGMMB1,ROYAL MARKET PAPER PLATES 7INCH 100 PACK,Strong Paper Plates (7 Inch - 100 Pack) 100% Compostable Disposable Bagasse Plates - Heavy Duty Eco-Friendly Biodegradable Sugarcane Plate for Parties â€“ Microwave & Freezer Safe,2.196,9.99,2.28625,0.00960609243697479,50,100.0,100.0,1.0,2.28625,1:1 Match,Product: plate,Confirm brand on packaging,False,0.273972602739726
1239,NEEDS_VERIFICATION,63,6974295210014,5055322509507,B00KLGPNUK,STAINLESS STEEL KETTLE 14CM 1L,"Swan SK31020N Brushed Stainless Steel Jug Kettle, Cordless Design, 2000W, 1 Litre, Silver",5.448,20.4,4.85999999999999,0.00954813359528487,500,1.0,1.0,1.0,4.85999999999999,1:1 Match,-,Verify match: moderate title similarity,False,0.4369747899159664
1240,NEEDS_VERIFICATION,62,5012128617102,nan,B086GTHT16,GIFTMAKER NON WOVEN SHOPPING BAGS HIGHLAND COW,ECO CHIC Lightweight Foldable Reusable Shopping Bag Water Resistant Tote Bag,0.9,6.99,1.24124999999999,0.00954807692307692,300,1.0,1.0,1.0,1.24124999999999,1:1 Match,-,Verify match: moderate title similarity,False,0.4262295081967213
1241,EXCLUDED,30,5033601104438,nan,B0BW8RZWRF,EUROWRAP NAVY OMBRE PERFUME BAG PK6,"TEKFUN LCD Writing Tablet Kids Toys, 10 inch Colorful Doodle Drawing Board Drawing Tablet, Kids Travel Learning Toys Birthday & Christmas Gifts for 3 4 5 6 7 8 Years Old Boys Girls (Blue)",3.22799999999999,12.34,3.09083333333333,0.00953960905349794,100,1.0,1.0,1.0,3.09083333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.17117117117117117
1242,NEEDS_VERIFICATION,61,5032759049899,nan,B003KIWJ1C,AMTECH EXTRA LONG METRIC HEX KET SET 9PC,Sealey Ak7174 Hex Key Set 9Pc Extra-Long Stubby Element Metric,3.996,14.1,3.6975,0.00952963917525773,50,1.0,1.0,1.0,3.6975,1:1 Match,-,Verify match: moderate title similarity,False,0.37254901960784315
1243,FILTERED,40,5013478119902,nan,B0D3NZVMNQ,KINGFISHER FOIL SET4 PLATTERS,Foil Platters 10pk Large Aluminium Foil Platter Serving Party Trays Oven and Freezer Safe Reusable Serving Platter Set Recyclable Trays Multipack,0.972,8.49,1.29499999999999,0.0095220588235294,400,1.0,10.0,10.0,-7.453000000000009,BUNDLE (10x) - LOSS,-,Unprofitable: Adj Profit=£-7.45,False,0.14942528735632185
1244,EXCLUDED,30,8903138075037,3168430325869,B09K82CDFB,EMPIRE FRYING PAN INDUCTION 26CM,"Tefal Comfort Max 26cm Stainless Steel Frying Pan, Durable Non-Stick Pan with Thermo-Spot Heat Indicator, Induction Compatible Base, Comfortable Grip Handle, G7260544",8.976,29.01,7.645,0.00952054794520548,300,1.0,1.0,1.0,7.645,1:1 Match,Weak evidence,Insufficient match evidence,False,0.2828282828282828
1245,EXCLUDED,30,6923456822979,nan,B0C4TNJNBY,ADORN COMPACT MIRROR,"WOBSION Travel Makeup Mirror with Light, Dimmable Compact Mirror for Pocket, Small Mirrors for Handbag, 1x/3x Magnifying Portable Led Mirrors for Women, Rechargeable, Gifts for Girls, Black",1.008,5.99,1.32166666666666,0.0095083932853717,200,1.0,1.0,1.0,1.32166666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.1722488038277512
1246,NEEDS_VERIFICATION,61,5024418272243,nan,B01N80FXYI,CANDLE PLATE 10CM,Silver Round Metal Spike Candle Holder Pillar Candle Plate Stand 10cm,1.344,7.99,1.57958333333333,0.00945858283433133,400,1.0,1.0,1.0,1.57958333333333,1:1 Match,Product: plate,Confirm brand on packaging,False,0.3953488372093023
1247,EXCLUDED,30,8002522945021,nan,B0FG341CT1,METALTEX STAINLESS STEEL JUMBO HOOKS SET 2,"2 Pack Large Self Adhesive Hooks, Stainless Steel Sticky Hook Heavy Duty, Over 12kg Load - Strong Hooks for Hanging for Towel, Coat, Robe, Stick on Bathroom, Kitchen, Door and Wall",2.04,9.99,2.125,0.00944444444444445,200,1.0,2.0,2.0,0.08499999999999996,BUNDLE (2x) - OK,Weak evidence,Insufficient match evidence,False,0.2882882882882883
1248,HIGHLY_LIKELY,85,3384128001482,3384120013698,B0D67FMZ5N,SPONTEX QUICK SPRAY MOP DUO,"Spontex Quick Spray Duo Flat Spray Mop with Washable Microfibre Mop Head Pads | Cleans Laminate, Wood & Tile Flooring | No-Touch Reversible Head",15.5279999999999,39.99,12.735,0.0094403261675315,50,1.0,1.0,1.0,12.735,1:1 Match,Brand: spontex quick spray; Product: spray,-,False,0.30409356725146197
1249,HIGHLY_LIKELY_EXCLUDED,60,5060298504579,nan,B0076VMFVI,MASON UTILITY KNIFE WITH 5 BLADES,"Stanley 211800 Carbide Knife Blades (Pack of 10), Silver",1.008,7.21,1.30708333333333,0.00940347721822542,500,1.0,10.0,10.0,-7.764916666666669,BUNDLE (10x) - LOSS,Product: knife,Match confirmed but unprofitable: Adj Profit=£-7.76,False,0.38202247191011235
1250,HIGHLY_LIKELY_EXCLUDED,60,5038673232546,5065017063139,B0D2781958,PRIMA RUBBER DOOR STOPPER 2PC,"Rubber Door Stop 4 Pack, Door Stoppers for Floor, Door Stops Indoors, Door Wedge, Non-Slip Rubber Door Stopper, Door Wedges Indoors, Ideal for All Floor Types, Grey",0.876,5.99,1.20166666666666,0.00938802083333333,500,1.0,4.0,4.0,-1.4263333333333401,BUNDLE (4x) - LOSS,Brand: rubber door stop,Match confirmed but unprofitable: Adj Profit=£-1.43,False,0.25906735751295334
1251,EXCLUDED,30,5024418624356,nan,B085CCNXXB,CHRISTMAS ENAMEL TRAY DOG IN HAT 40x19CM,"Dirt Bike Gifts, Motocross 3D Night Light for Kids for Xmas Holiday Birthday Gifts for KidsMotorcycle Fan with Remote Control 16 Colors Changing + 4 Changing Mode + Dim Function",5.304,16.99,4.65458333333333,0.00936535881958417,100,1.0,1.0,1.0,4.65458333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.1935483870967742
1252,NEEDS_VERIFICATION,55,5055319529464,nan,B0DKJRJDG1,RAPIDE PLASTIC GLUE 30ML,"Plastic Glue 30g, Clear Superglue for Plastic, Instant Model Glue, for Miniatures, Model, PLA, 3D Printing, Acrylic, PVC, Waterproof, Heat-Resistant, with Anti-Clog Cap",1.008,5.99,1.30166666666666,0.009364508393285368,400,1.0,1.0,1.0,1.30166666666666,1:1 Match,Product: glue,Confirm brand on packaging,False,0.17708333333333334
1253,EXCLUDED,30,6902018980562,6941641231146,B0CN14BWNW,GENTS TRAY COIN PURSE,"Oulac Apricot Peach Lipstick - Moisture Shine Hydrating Lipstick & Tinted Lip Balm for Dry Lips, Medium Coverage Lip Colour | Juicy Look, Glossy Finish, Vegan, Cruelty-Free, Apricot Crush (16)",1.584,6.79,1.74833333333333,0.00934937611408199,100,1.0,1.0,1.0,1.74833333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.13145539906103287
1254,NEEDS_VERIFICATION,54,8694064005518,5012904213399,B08XMMXLCF,HOBBY ROUND BOWL NO3 5LT,"Chef Aid Contain 3 Mixing Bowls, Non-Slip Base, Soft Grip Handle, Microwave and Dishwasher Safe, Compact, Stackable, Ideal for baking and cooking, Off-white, 1.5 Litre, 2 Litre, 2.5 Litre",1.704,10.49,1.84166666666666,0.00934856175972927,800,1.0,1.0,1.0,1.84166666666666,1:1 Match,Product: bowl,Confirm brand on packaging,False,0.15165876777251186
1255,EXCLUDED,30,8694064019621,nan,B000KHRXA8,HOBBY TREND TALL 3 RECT FOOD SAVER 1.15LTR,Rectangular 3.9ltr (234 x 165 x 165mm),1.716,8.81,1.85041666666666,0.00934553872053872,50,1.0,1.0,1.0,1.85041666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.275
1256,EXCLUDED,30,5016567000310,nan,B0DGKYGT43,STERLING SECURITY BOLT KEYS 2 PACK,"2 Pack Mortice Door Bolts with Star Keys,Stainless Steel Anti-Theft Door Security Rack Bolts,Enhanced Home and Workplace Protection,Ideal for Doors and Windows,Includes Matching Screws,Easy to Install",2.148,9.79,2.18458333333333,0.009335826210826209,50,2.0,2.0,1.0,2.18458333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.05982905982905983
1257,FILTERED,40,5056239417053,607608576212,B0FX35N6LH,RYSONS POTS MINI STORAGE ROUND 10 PCE,"Small Food Containers with Lids, 12 PCS 200ML Food Storage Containers, Reusable Stackable Small Storage Pots for Lunch Yoghurt Snack Microwave Freezer Safe(Pink/Green/Blue)",1.476,8.99,1.66166666666666,0.00933520599250936,50,1.0,12.0,12.0,-14.57433333333334,BUNDLE (12x) - LOSS,-,Unprofitable: Adj Profit=£-14.57,False,0.21052631578947367
1258,NEEDS_VERIFICATION,62,5052578030403,5060633660755,B07RT1QF99,BETTINA DUSTPAN AND BRUSH LARGE ASSORTED,Newman and Cole Large Garden Dustpan and Brush Set - Outdoor Dust Pan Scoop with Stiff Hand Brush,1.272,11.99,1.50166666666666,0.0093271221532091,50,1.0,1.0,1.0,1.50166666666666,1:1 Match,Product: brush,Confirm brand on packaging,False,0.40875912408759124
1259,NEEDS_VERIFICATION,56,5033601104407,nan,B0FQN8KJ1P,EUROWRAP NAVY OMBRE EXTRA LARGE BAG PK6,"ARTST Baby Doll Bed Set- Portable Bassinet for Dolls up to 53 cm - Handbag for Girl - Includes Blanket, Mattress, Quilt",6.648,19.99,5.65958333333333,0.00929324028461959,700,1.0,1.0,1.0,5.65958333333333,1:1 Match,Product: bag,Confirm brand on packaging,False,0.21518987341772153
1260,NEEDS_VERIFICATION,60,5014348292510,nan,B0CW79NJKZ,WHEELED STORAGE BOX & LID 150LTR,"Strata Heavy Duty Large Storage Box with Lid, 190L, Lockable, Indoor/Outdoor. Black Box with Red Handles, Wheels",16.8,42.99,13.49125,0.00927233676975945,400,1.0,1.0,1.0,13.49125,1:1 Match,Product: box,Confirm brand on packaging,False,0.3611111111111111
1261,FILTERED,40,5056170353526,5056734410375,B0D8L6D4QQ,AIRA MINI GEL AIR FRESHENERS PK3,"SOL 18pk Mini Gel Air Fresheners - Strong Bathroom Air Fresheners Multipack for Home, Kitchen, Gym Locker, Office, Long-Lasting Fresh Scent Gel",1.008,8.66,1.28666666666666,0.009256594724220621,300,1.0,18.0,18.0,-15.84933333333334,BUNDLE (18x) - LOSS,-,Unprofitable: Adj Profit=£-15.85,False,0.30857142857142855
1262,FILTERED,40,5056175987894,5056734410375,B0D8L6D4QQ,BLOOME STICK ON GEL AIR FRESHENER 2PK,"SOL 18pk Mini Gel Air Fresheners - Strong Bathroom Air Fresheners Multipack for Home, Kitchen, Gym Locker, Office, Long-Lasting Fresh Scent Gel",1.008,8.66,1.28666666666666,0.009256594724220621,300,2.0,18.0,9.0,-6.77733333333334,BUNDLE (9x) - LOSS,-,Unprofitable: Adj Profit=£-6.78,False,0.28888888888888886
1263,NEEDS_VERIFICATION,56,8718158551825,nan,B0DGVCBYXJ,FLOWER POT SAUCER 40CM,"Plant Pot Saucers 30cm 35cm 40cm 45cm, plant trays for pots, drip tray, flower pot saucers, heavy duty plant pot trays, watering trays for plants (30CM, 1, Package Quantity)",0.924,6.99,1.22124999999999,0.00925189393939393,200,1.0,1.0,1.0,1.22124999999999,1:1 Match,Brand: flower pot saucer,Confirm product variant,False,0.2153846153846154
1264,NEEDS_VERIFICATION,61,5034537039498,nan,B001ICJGTK,PET STORE PLUSH RIBEYE & LEG DOG TOY ASSORTED,Multipet Swingin 19-Inch Large Plush Dog Toy with Extra Long Arms and Legs with Squeakers,2.352,11.99,2.32166666666666,0.00924966799468791,100,1.0,1.0,1.0,2.32166666666666,1:1 Match,-,Verify match: moderate title similarity,False,0.3880597014925373
1265,NEEDS_VERIFICATION,54,526180058346,790943850823,B0F9963BPZ,APOLLO BATH BRUSH,"Body Shower Brush Back Scrubber: Anti Slip 18.1'' Long Handle Bath Brush with Stiff and Soft Bristles - Showering Exfoliator for Women, Men, Elderly (Charcoal Grey)",1.644,8.49,1.775,0.00924479166666666,500,1.0,1.0,1.0,1.775,1:1 Match,Product: brush,Confirm brand on packaging,False,0.16574585635359115
1266,FILTERED,40,5032759006977,nan,B0DMNDCNNJ,AMTECH WOODEN BEVEL 9INCH,"JOREST 59Pcs Small Precision Screwdriver Set with Torx T5, T6, T8, Mini Repair Tool Kit for MacBook, Computer, Laptop, iPhone, PS4 PS5, Xbox, Switch, Eyeglasses, Watch, PC, Ring Doorbell, Electronic",4.572,14.99,4.02166666666666,0.00922400611620795,500,1.0,59.0,59.0,-261.15433333333334,BUNDLE (59x) - LOSS,-,Unprofitable: Adj Profit=£-261.15,False,0.14349775784753363
1267,EXCLUDED,30,5026180098977,5060883950071,B08TL2G31P,APOLLO FRENCH PEELER,2X MIDHILL Stainless Steel French Potato Peeler - Easy Vegetable and Fruit Peeler,0.852,5.99,1.16166666666666,0.009219576719576721,200,1.0,1.0,1.0,1.16166666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.31683168316831684
1268,EXCLUDED,30,742288759088,5028250720191,B072JH8JGG,ALUMINIUM CASSEROLE 23CM,"MasterClass Casserole Dish with Lid, Large 5L/28 cm, Lightweight Cast Aluminium, Induction Hob and Oven Safe, Black",10.308,34.41,8.38499999999999,0.00917396061269146,400,1.0,1.0,1.0,8.38499999999999,1:1 Match,Weak evidence,Insufficient match evidence,False,0.2302158273381295
1269,EXCLUDED,30,5060605732121,nan,B0C9QGZL8H,LADIES HAT WITH POM-POM,Winter Hats for Women Bobble Hat Black Beanie Hats Double Fleece Layer Line with Pom Pom Wooly Hats Women,2.268,8.49,2.235,0.00915983606557377,500,1.0,1.0,1.0,2.235,1:1 Match,Weak evidence,Insufficient match evidence,False,0.28125
1270,HIGHLY_LIKELY_EXCLUDED,60,5050375030732,nan,B0B6JTXJW7,ENRICO HAIRBRUSH ASSORTED,"4 Pcs Hair Brush Set,Anti Static Massage Oval Comb,Detangling Brush Round Vent Hair Brush,Detangling Hairbrush for Women Men and Kids",1.476,7.99,1.62833333333333,0.00914794007490637,300,1.0,4.0,4.0,-2.7996666666666696,BUNDLE (4x) - LOSS,Product: brush,Match confirmed but unprofitable: Adj Profit=£-2.80,False,0.24050632911392406
1271,FILTERED,40,5030481930096,5060766073439,B0B15K2FBG,PPS FOIL SQUARE 3 DISHES,"Aluminium Foil Trays - 5 Pack Disposable Foil Containers (32cm x 20cm x 3cm) - Large Roasting Tin for Baking, Roasting, Cooking, Broiling, BBQ and Food Storage - Foil Baking Trays for Oven",0.672,6.99,1.015,0.00914414414414414,200,1.0,5.0,5.0,-1.6730000000000003,BUNDLE (5x) - LOSS,-,Unprofitable: Adj Profit=£-1.67,False,0.1320754716981132
1272,EXCLUDED,30,5012904114658,nan,B08CF35B12,CHEF AID MILK FORTHER,"Salter Handheld Milk Frother - Battery Operated Electric Whisk, Includes Storage Cover, Double Coil Design, Suitable for Eggs, Coffee, Milkshakes, Hot Or Cold Milk, Portable, Stainless Steel",3.024,12.99,2.805,0.009136807817589581,200,1.0,1.0,1.0,2.805,1:1 Match,Weak evidence,Insufficient match evidence,False,0.14218009478672985
1273,EXCLUDED,30,5060298505736,792119903890,B08RDPM3J7,MASON ALUMINIUM SPRING LINKS 2 PIECES,"Quick Link, Ekunbuy 304 Stainless Steel Heavy Duty Clips Chain Connector Repair Link Buckle for Swing Outdoor Camping",1.008,5.94,1.26999999999999,0.00913669064748201,50,2.0,1.0,0.5,1.77399999999999,SPLIT (1/2) - OK,Weak evidence,Insufficient match evidence,False,0.15584415584415584
1274,EXCLUDED,30,5060298504630,792119903890,B08RDPM3J7,MASON ALUMINIUM SPRING LINK SET 4 PIECES,"Quick Link, Ekunbuy 304 Stainless Steel Heavy Duty Clips Chain Connector Repair Link Buckle for Swing Outdoor Camping",1.008,5.94,1.26999999999999,0.00913669064748201,50,4.0,1.0,0.25,2.02599999999999,SPLIT (1/4) - OK,Weak evidence,Insufficient match evidence,False,0.24203821656050956
1275,EXCLUDED,30,5060298505729,792119903890,B08RDPM3J7,MASON ALUMINIUM SPRING LINK SET 4 PIECES,"Quick Link, Ekunbuy 304 Stainless Steel Heavy Duty Clips Chain Connector Repair Link Buckle for Swing Outdoor Camping",1.008,5.94,1.26999999999999,0.00913669064748201,50,4.0,1.0,0.25,2.02599999999999,SPLIT (1/4) - OK,Weak evidence,Insufficient match evidence,False,0.24203821656050956
1276,EXCLUDED,30,5052516313780,5056657508678,B0C1HG192H,SCENTED PET BUBBLE WANDS 2 PACK,Pet Bubbles- Chicken Beef Scented Meaty Dog Puppy Interactive Toys Playtime - Pack of 3,1.32,8.49,1.50499999999999,0.00912121212121211,200,2.0,3.0,1.5,0.8449999999999899,BUNDLE (1x) - OK,Weak evidence,Insufficient match evidence,False,0.3389830508474576
1277,NEEDS_VERIFICATION,56,5024418434894,nan,B0DKC45N71,CHRISTMAS TAPER CANDLES SILVER SET OF 4,"Silver Candles, 10'' Silver Taper Candles, Set of 4 Spiral Twisted Dinner Candle, Non-Drip 7 Hour Burn Time Unscented Decorative Candle Sticks for Valentine's Day Christmas Birthday Party Home Decor",1.68,7.99,1.77833333333333,0.009119658119658121,200,4.0,4.0,1.0,1.77833333333333,1:1 Match,Product: candle,Confirm brand on packaging,False,0.2109704641350211
1278,FILTERED,40,8001565246393,nan,B0BB35LDPJ,APAC PULL BOW 50MM CERISE PK20,"Gillette Antiperspirant Clear Gel Deodorant For Men, 48-Hour Invisible Sweat and Odour Protection, Pack of 6, 420 ML (6 X 70 ML), Sport Triumph",4.68,17.01,4.045,0.00908988764044944,600,1.0,6.0,6.0,-19.354999999999997,BUNDLE (6x) - LOSS,-,Unprofitable: Adj Profit=£-19.35,False,0.13872832369942195
1279,EXCLUDED,30,5030481943065,nan,B0D25RTVW4,PPS PLASTIC 2 TABLECLOTHS GREEN,"2Pcs 137x274cm Plastic Sage Green Table Cloths Party,Sage Green Party Supplies Decoration Large Plastic Table Cloth Rectangular for Picnic,Halloween,Christmas,Kid Adult Birthday Party Tablecloth",0.744,5.99,1.06166666666666,0.00907407407407407,100,1.0,2.0,2.0,0.3176666666666601,BUNDLE (2x) - OK,Product: cloth,Insufficient match evidence,False,0.19555555555555557
1280,EXCLUDED,30,5052578018807,nan,B0F7XSJHZ4,BETTINA TWIST MOP & HANDLE,"Self Wringing Twist Mop for Floor Cleaning, 145 cm Long Handle Cotton String Mop with Wringer, Washable Microfiber Wet Mops with Scouring Pad for Hardwood, Tile, Bathtub, Kitchen",3.096,14.06,2.83666666666666,0.00906283280085197,100,1.0,1.0,1.0,2.83666666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.20588235294117646
1281,NEEDS_VERIFICATION,56,5027785809289,4046719732241,B00H5NQVQW,ULTRATAPE OUTDOOR D/SIDED  18 X 2M,"Scotch-Fix Double-Sided Extreme Exterior Mounting Tape, 19mm x 1,5m - For Outdoor Extreme Use, Weather Resistant, Permanent Tape, 100% Adhesive, 3M Advanced Technology - Holds up to 10kg",1.332,6.58,1.50333333333333,0.00905622489959839,500,1.0,1.0,1.0,1.50333333333333,1:1 Match,Product: tape,Confirm brand on packaging,False,0.22727272727272727
1282,NEEDS_VERIFICATION,55,5061022620145,nan,B099MYQ2NB,LONDONER BROOM & HANDLE ANGLED,"Eyliden Heavy Duty Broom, Commercial Angle Broom with Long Handle, Rough Surface Outdoor Broom for Garages Courtyard Sidewalks Decks, Perfect for Indoor Kitchen Office Lobby Sweeping",3.492,13.99,3.12833333333333,0.00904142581888246,50,1.0,1.0,1.0,3.12833333333333,1:1 Match,Product: broom,Confirm brand on packaging,False,0.19811320754716982
1283,EXCLUDED,30,5060748076922,5060659231212,B08WH6TVYL,GRIMALDI MAXISTONE WOK 28CM,nuovva Non-Stick Wok Pan with Glass Lidâ€“ Deep Stir Fry Pan with Induction Base â€“ 28cm Frying Pan with Detachable Handle,10.08,29.99,8.09166666666666,0.009040968342644319,500,1.0,1.0,1.0,8.09166666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.17333333333333334
1284,FILTERED,40,4891342311215,nan,B0CDX3HKKH,SUNNEX STAINLESS STEEL TABLE KNIVES PK12,"Pleafind - Dinner Knife Set - 24 Pieces Table Knives, 8.66 inch(22cm) Stainless Steel Cutlery knife, Butter Knife for Home & Kitchen. Mirror Polished and Dishwasher Safe",5.112,17.99,4.34166666666666,0.00902633402633402,50,1.0,24.0,24.0,-113.23433333333335,BUNDLE (24x) - LOSS,-,Unprofitable: Adj Profit=£-113.23,False,0.28708133971291866
1285,EXCLUDED,30,5055706641342,717931463803,B0FSXQP8SR,MOP HEAD METAL 14 OZ 250GM PK8,"Cordless Handheld Car Vacuum & Air Blower â€“ Mini Powerful 12000Pa Suction, Portable Small Hoover, HEPA, Accessories for Interior, PC, Home & Kitchen",7.932,24.99,6.45499999999999,0.00901536312849161,700,1.0,1.0,1.0,6.45499999999999,1:1 Match,Weak evidence,Insufficient match evidence,False,0.12222222222222222
1286,EXCLUDED,30,5050565566423,nan,B0BTK62Q5G,XOXO RIBBON HAIR CLIPS 2PC,"2Pcs Ribbon Hair Bow Clips Barrettes, 3 inch Ponytail Holder with Duckbill Clip for Children Kids Girls Women (Red)",1.008,5.45,1.25166666666666,0.00900479616306954,300,1.0,2.0,2.0,0.24366666666666004,BUNDLE (2x) - OK,Product: clips,Insufficient match evidence,False,0.2978723404255319
1287,EXCLUDED,30,6926799203085,nan,B0BXQZ3Z9G,CROSS COUNTRY SINGLE AIRBED,Supply Cube Single Air Bed â€“ Waterproof & Durable Inflatable Mattress for All-Night Comfort â€“ Versatile Camping Bed & Air Mattress for Home or Outdoors â€“ Single Airbed with AC Electric Pump,9.672,26.49,7.74374999999999,0.008993902439024381,300,1.0,1.0,1.0,7.74374999999999,1:1 Match,Weak evidence,Insufficient match evidence,False,0.22522522522522523
1288,EXCLUDED,30,5055201410054,657381061429,B0FRFRH3SG,SOVEREIGN DOUBLE DISH DRAINER BLACK,"Wireless Gaming Headset for PS5, PS4, PC, Switch, Mac, 2.4 GHz Wireless & 5.4 Bluetooth Gaming Headphones with Mic ENC Noise Cancelling, 50mm Drivers, 3D Stereo Sound, 50H Battery, Foldable",9.81599999999999,28.89,7.825,0.00896334478808705,300,1.0,1.0,1.0,7.825,1:1 Match,Weak evidence,Insufficient match evidence,False,0.10714285714285714
